Arrival_time1,Burst_time1,Arrival_time2,Burst_time2,Arrival_time3,Burst_time3,Arrival_time4,Burst_time4,Arrival_time5,Burst_time5,Labels
0,19,10,2,8,20,5,2,10,5,SRTF
0,1,2,8,4,8,7,6,6,11,FCFS
1,18,9,4,9,17,6,15,4,2,SRTF
3,20,6,8,3,18,2,2,2,2,SJF
2,17,8,10,9,14,10,17,7,4,SRTF
10,13,6,17,6,9,6,2,10,13,SJF
5,5,0,11,9,17,0,13,3,3,SRTF
6,16,1,3,0,13,3,14,3,7,SRTF
5,17,5,19,5,5,6,17,10,6,SJF
2,10,1,10,7,10,6,14,9,1,SRTF
4,19,4,18,6,7,4,14,0,12,SJF
5,11,9,17,0,12,4,2,1,6,SRTF
9,10,3,5,3,5,0,12,2,13,SRTF
7,11,3,12,9,8,3,18,6,20,FCFS
7,12,5,15,8,15,7,11,1,20,FCFS
3,12,10,10,7,7,5,14,5,18,FCFS
3,8,5,8,2,9,5,2,3,15,SRTF
5,17,4,8,2,6,4,11,7,13,SJF
6,8,5,9,9,8,4,5,0,18,SRTF
4,14,0,5,6,7,0,20,8,12,SRTF
4,6,6,4,10,9,9,9,7,14,FCFS
5,1,9,9,9,19,2,1,9,20,RR
1,12,4,5,4,10,9,17,3,19,SRTF
6,19,8,6,6,20,9,6,7,9,SRTF
7,13,8,8,9,12,10,13,10,5,FCFS
1,6,7,18,5,15,3,9,3,14,SJF
7,18,3,12,6,7,3,14,1,16,SRTF
2,12,6,7,9,19,5,1,5,14,SRTF
4,8,0,1,6,14,6,14,2,18,SRTF
9,17,8,17,0,18,2,11,6,12,SRTF
10,10,10,7,0,15,6,12,2,10,SRTF
4,12,7,1,4,10,0,8,1,6,SRTF
1,13,7,10,6,20,1,17,2,5,SRTF
8,8,5,1,1,7,3,6,3,9,SRTF
4,3,1,7,0,7,4,11,7,11,SJF
8,16,5,11,9,10,0,7,8,5,SRTF
9,5,7,2,8,20,0,18,4,18,SRTF
3,2,5,15,9,9,6,7,6,5,SRTF
7,3,1,7,2,10,1,1,8,7,SJF
8,2,0,13,6,2,4,8,10,14,SRTF
0,13,4,12,8,8,8,15,10,7,SJF
4,10,8,12,10,1,7,2,5,20,SRTF
7,14,7,9,2,12,7,8,8,14,SJF
2,12,8,16,1,1,4,5,4,17,SRTF
6,5,6,2,3,4,0,9,7,10,SRTF
1,20,3,18,5,14,6,5,9,12,SRTF
9,15,7,20,9,9,3,9,6,15,SJF
2,3,3,8,4,8,8,11,0,18,FCFS
10,12,6,12,5,16,4,1,5,12,SJF
2,13,6,19,1,11,10,15,6,20,SJF
10,10,2,3,8,7,0,3,1,11,SRTF
3,20,9,5,8,9,3,17,1,16,SRTF
2,3,5,10,10,15,1,11,9,17,SRTF
10,7,0,15,1,13,6,11,0,14,SJF
2,20,0,14,7,18,2,4,9,8,SRTF
1,6,10,9,5,9,2,16,9,11,SJF
4,8,9,8,10,14,4,15,6,4,SRTF
3,17,9,15,4,14,7,12,6,5,SRTF
4,16,6,14,7,19,5,4,1,15,SRTF
10,2,8,11,9,12,3,4,10,20,SRTF
1,4,10,15,1,13,4,7,4,19,SJF
9,19,1,6,5,18,0,19,5,13,SRTF
5,12,2,10,4,13,5,12,3,16,FCFS
4,12,8,10,1,15,5,11,0,17,FCFS
7,15,8,4,0,2,0,18,8,9,SRTF
6,6,4,9,8,5,10,16,5,9,FCFS
10,14,8,5,4,11,10,8,8,1,SRTF
8,10,1,6,6,3,4,2,5,16,SRTF
4,1,7,19,8,8,9,11,3,4,SRTF
1,12,7,20,6,11,6,10,10,5,SJF
9,15,8,17,5,4,2,12,4,13,SRTF
0,14,3,13,0,8,1,7,2,2,SRTF
1,15,2,1,9,17,5,13,5,8,SRTF
5,8,1,9,2,17,2,20,4,9,SJF
7,18,9,20,5,20,8,12,6,1,SRTF
8,16,10,5,9,12,2,11,8,18,SJF
2,4,5,12,1,2,1,4,1,6,SJF
9,20,0,10,6,11,9,19,3,4,SRTF
4,1,5,12,4,18,7,7,0,10,SRTF
9,19,4,3,8,12,8,19,7,16,SRTF
1,20,3,17,1,9,10,2,7,14,SJF
9,10,8,14,1,13,8,18,1,19,SJF
5,3,5,8,5,6,4,9,10,1,SRTF
1,14,10,6,6,20,3,5,6,18,SRTF
5,18,4,16,4,20,9,7,5,10,SRTF
9,20,5,1,8,5,2,16,5,2,SRTF
2,20,1,6,8,20,9,7,4,2,SRTF
5,9,10,18,5,2,10,7,7,6,SJF
10,12,8,14,1,3,4,5,9,11,SJF
9,20,10,2,4,4,3,20,3,15,SRTF
3,14,8,15,3,20,8,17,0,16,SJF
1,15,10,17,0,7,6,6,3,14,SJF
5,7,7,7,5,18,7,17,8,12,FCFS
10,7,3,9,1,19,10,19,10,1,SRTF
3,8,1,13,2,16,1,7,7,14,SJF
2,7,10,8,7,15,1,19,3,4,SRTF
10,15,9,11,1,3,8,9,1,5,SJF
8,3,5,11,6,1,0,15,4,4,SRTF
4,20,6,9,10,20,3,8,6,18,SJF
2,16,10,13,5,8,4,11,4,19,SRTF
0,15,2,7,2,2,10,12,10,8,SRTF
3,4,0,13,9,18,2,10,3,5,SRTF
9,13,9,15,5,10,0,15,4,11,SJF
10,11,3,7,4,1,4,11,2,17,SRTF
9,2,3,10,2,8,8,16,4,8,SJF
7,18,7,14,10,11,3,6,8,5,SJF
9,12,4,8,9,11,8,9,4,7,SJF
3,18,7,16,8,11,7,7,1,18,SRTF
1,5,2,1,0,1,0,14,8,7,SRTF
10,5,6,3,7,4,3,15,4,2,SRTF
1,7,0,17,6,20,10,14,3,11,SRTF
10,20,7,7,4,6,2,17,5,14,SRTF
3,2,3,16,6,10,9,8,4,2,SJF
8,11,2,20,9,19,5,20,5,18,FCFS
7,9,0,12,8,8,9,16,0,9,SJF
3,15,3,3,6,16,1,9,5,6,SRTF
1,7,2,12,5,7,5,5,3,16,SJF
1,14,4,17,3,1,1,5,6,5,SRTF
9,19,3,7,5,5,1,9,2,17,SJF
9,5,8,4,2,7,10,5,3,6,FCFS
9,14,5,3,10,13,0,16,7,5,SRTF
7,4,5,11,9,16,10,16,10,5,SRTF
7,20,2,11,7,15,3,10,2,16,SJF
7,11,1,3,0,13,7,11,9,20,SRTF
8,10,10,9,9,7,4,9,7,7,FCFS
4,17,3,9,8,13,10,13,5,16,SJF
10,14,0,14,5,1,10,14,5,13,SRTF
4,12,7,2,3,5,5,7,3,4,SJF
7,9,10,5,5,20,6,7,3,5,SJF
2,2,4,2,10,6,6,16,10,18,FCFS
4,16,3,6,7,11,5,17,8,11,SJF
2,8,3,5,3,8,2,10,8,19,FCFS
6,10,4,8,1,2,3,10,7,5,SRTF
3,3,5,2,1,8,2,20,9,8,SRTF
4,5,3,8,7,1,8,7,7,18,FCFS
9,8,8,5,1,14,1,9,5,1,SRTF
0,3,4,6,2,17,0,9,4,11,SRTF
0,18,1,13,7,20,8,17,3,10,SRTF
0,18,5,2,9,7,6,16,3,9,SRTF
1,15,8,14,10,15,2,9,3,3,SRTF
5,1,8,9,8,16,8,16,6,7,SJF
0,3,5,4,0,8,0,7,4,5,SRTF
2,11,7,16,5,8,1,17,8,5,SRTF
6,18,9,5,0,7,1,4,9,3,SRTF
2,9,5,13,1,2,9,1,6,20,SRTF
8,8,2,13,3,7,3,9,2,11,SRTF
3,9,3,6,1,6,3,6,7,1,SJF
0,1,0,14,6,8,0,4,4,2,SJF
2,10,8,16,6,15,7,10,10,7,SJF
9,4,3,12,2,11,8,1,8,16,SRTF
5,12,8,18,2,9,10,5,0,10,SJF
6,15,4,15,8,5,4,18,7,3,SRTF
4,3,3,19,1,17,3,8,5,2,SRTF
7,4,9,10,2,12,0,11,1,15,SJF
3,10,4,10,8,1,9,8,9,16,SRTF
5,1,7,12,10,10,9,8,5,13,FCFS
0,9,6,1,0,5,3,10,4,18,SRTF
9,9,6,18,8,19,7,10,9,4,SRTF
8,18,2,12,7,20,0,6,5,20,SJF
10,15,2,19,3,11,3,12,3,19,SRTF
9,19,1,20,7,14,5,3,8,15,SRTF
5,7,6,9,7,10,6,6,2,11,FCFS
3,14,7,14,9,1,4,11,7,1,SRTF
2,6,0,2,10,7,5,6,3,4,SRTF
4,4,7,12,5,4,4,11,5,9,SJF
5,14,7,16,4,2,0,6,9,12,SRTF
7,12,8,11,10,14,1,17,10,1,SRTF
1,18,0,3,5,20,4,7,5,5,SRTF
0,14,7,2,5,16,9,18,0,15,SRTF
0,10,0,9,4,11,9,17,1,3,SRTF
5,2,6,10,3,18,7,13,2,1,SRTF
4,8,3,12,3,3,10,2,4,8,SRTF
4,19,7,5,1,13,3,16,9,1,SRTF
1,9,8,20,5,2,1,9,1,7,SRTF
8,3,4,15,0,17,4,1,6,1,SRTF
5,12,6,5,10,5,9,6,6,7,SRTF
3,8,7,5,4,14,1,7,3,16,SJF
7,19,4,3,2,13,5,11,7,6,SRTF
4,1,7,17,8,17,1,13,7,7,SRTF
8,11,10,10,2,12,6,6,4,7,SRTF
7,8,1,10,2,16,1,10,2,3,SRTF
4,4,3,18,8,9,7,5,7,18,SRTF
10,11,4,1,9,9,5,8,2,14,SRTF
9,18,8,8,1,1,3,16,3,18,SRTF
9,8,0,14,3,16,7,19,10,16,SJF
3,17,6,14,2,13,8,15,1,7,SJF
8,19,6,7,5,20,6,9,1,10,SJF
8,1,8,1,7,15,5,3,0,5,SJF
7,5,10,3,9,20,7,19,8,15,FCFS
6,5,4,12,7,4,8,16,4,4,SJF
6,18,0,9,9,12,6,7,9,11,SJF
3,17,2,8,0,19,0,20,6,3,SRTF
8,20,0,1,8,7,0,1,10,20,SJF
9,2,1,5,0,10,10,19,5,20,SRTF
3,6,8,7,2,19,2,10,5,6,SRTF
0,19,0,8,0,19,2,12,3,15,SJF
2,13,5,11,4,17,8,8,5,11,SJF
4,19,4,1,4,2,9,9,8,20,SRTF
2,18,5,20,6,17,10,6,5,17,SRTF
5,20,5,5,1,9,5,18,2,6,SRTF
9,8,8,15,1,15,2,8,10,1,SRTF
1,18,2,7,6,6,8,13,3,18,SRTF
1,13,5,2,5,3,3,14,1,10,SRTF
7,2,9,14,3,7,9,4,5,6,SRTF
1,18,10,1,7,2,9,15,6,8,SRTF
2,11,10,1,6,1,0,15,6,15,SRTF
6,18,5,1,5,12,5,18,3,18,SRTF
10,10,5,1,0,14,1,5,0,20,SRTF
1,20,1,5,7,5,2,13,1,7,SRTF
5,16,8,19,1,12,8,8,3,2,SRTF
7,14,8,13,4,16,0,18,3,12,SRTF
6,15,6,5,7,4,2,7,8,12,SJF
4,13,1,3,3,11,6,9,7,11,SJF
1,8,8,20,0,12,0,9,8,4,SJF
3,20,4,17,3,5,8,8,3,4,SJF
1,11,8,5,4,2,5,14,10,10,SRTF
5,8,0,8,2,14,6,15,9,19,SJF
5,2,10,7,9,4,4,2,7,12,SRTF
3,4,6,14,10,10,0,4,10,14,SRTF
7,1,2,14,4,2,6,3,2,8,SRTF
4,14,5,19,0,20,1,1,1,20,SRTF
4,9,5,13,6,6,6,9,0,11,SJF
9,17,4,15,8,19,0,14,4,1,SRTF
2,15,5,18,6,10,1,15,0,2,SRTF
4,9,4,2,1,13,3,1,9,16,SRTF
5,18,9,6,5,8,7,20,4,13,SRTF
2,9,2,19,9,19,2,3,7,10,SJF
10,8,3,6,10,3,8,11,8,15,SRTF
7,3,7,12,10,10,3,2,4,4,SJF
0,13,6,2,6,10,2,19,7,18,SRTF
10,4,8,12,8,18,5,1,10,5,RR
4,19,1,2,4,2,9,19,2,5,SRTF
2,19,9,13,8,15,5,3,4,13,SRTF
3,18,6,16,3,18,0,18,7,12,SJF
4,6,4,2,9,15,6,18,1,4,SJF
5,4,0,18,6,15,8,14,5,6,SRTF
2,3,5,11,2,11,4,3,1,2,SJF
8,10,8,12,8,2,2,20,10,14,FCFS
2,16,7,17,10,6,9,11,2,7,SRTF
3,4,10,15,5,14,9,4,4,3,SJF
1,1,6,4,3,3,5,1,1,6,SRTF
5,11,5,14,0,5,2,13,3,8,SJF
2,2,1,11,5,14,10,3,0,18,SRTF
10,3,8,15,6,15,10,7,3,8,SJF
6,18,9,11,1,16,8,5,0,6,SRTF
6,17,8,14,3,12,9,18,7,5,SRTF
0,16,7,11,8,7,3,5,6,10,SRTF
9,6,9,11,7,8,9,7,3,5,SRTF
9,17,9,5,6,18,0,7,1,16,SRTF
5,5,10,6,4,15,1,7,3,16,SJF
8,3,2,16,5,8,4,19,10,2,SRTF
3,13,8,12,9,6,10,12,8,14,FCFS
4,12,8,2,1,7,3,4,4,5,SRTF
5,18,5,10,0,14,2,1,1,13,SRTF
7,12,6,13,8,4,6,17,7,1,SRTF
9,6,5,9,2,10,6,2,6,6,SRTF
4,20,5,20,0,2,1,4,5,20,SJF
5,16,9,9,9,15,6,12,1,4,SRTF
3,2,3,15,5,1,0,20,5,12,SRTF
6,12,8,3,0,12,0,3,5,7,SRTF
5,3,3,16,10,17,9,14,3,10,SRTF
7,11,1,14,6,5,5,5,8,17,SRTF
1,12,9,14,5,10,1,3,1,15,SRTF
9,11,3,2,5,14,4,7,3,5,SJF
1,4,1,15,7,8,6,14,1,1,SRTF
7,16,0,15,3,17,4,20,0,20,SJF
6,10,8,18,9,13,10,9,3,15,SRTF
0,12,1,5,2,7,6,14,3,11,SRTF
6,2,3,17,6,3,7,15,6,15,SRTF
2,16,5,6,7,2,2,10,7,13,SRTF
3,18,1,1,1,1,10,16,9,17,SJF
8,7,3,10,3,11,10,20,8,3,SRTF
5,8,6,18,2,18,2,8,2,13,SJF
10,16,10,3,8,4,5,14,5,9,SRTF
2,13,10,15,0,18,4,1,3,19,SRTF
6,15,3,11,9,7,1,10,6,18,SJF
8,2,1,9,7,12,2,6,4,5,SRTF
8,20,3,12,1,12,9,1,2,10,SRTF
9,10,10,20,5,20,4,16,0,17,SJF
7,11,9,12,8,18,6,14,5,11,FCFS
10,14,5,15,3,8,9,16,1,7,SJF
8,20,5,5,4,8,2,17,8,9,SRTF
2,17,3,2,3,11,2,4,6,18,SRTF
1,8,10,14,3,20,6,5,6,19,SJF
4,17,8,10,1,1,4,1,2,14,SRTF
10,15,6,16,2,10,8,16,9,20,SJF
3,12,4,6,9,6,2,5,4,10,SJF
4,2,4,11,10,14,8,11,2,6,SRTF
6,20,2,6,4,5,0,9,1,12,SRTF
0,20,9,10,2,19,7,10,4,15,SRTF
4,9,8,11,6,9,2,17,2,12,FCFS
3,7,8,20,9,11,7,14,10,12,SJF
2,2,8,12,9,2,2,15,8,5,SRTF
0,17,3,4,10,20,8,5,3,5,SRTF
6,15,3,6,0,15,1,17,1,3,SRTF
0,20,0,13,0,4,0,12,5,19,SJF
7,10,3,14,0,4,3,20,6,17,SRTF
1,10,9,7,0,13,4,15,1,3,SRTF
2,2,5,4,10,1,4,2,10,3,SJF
0,20,5,7,6,7,2,3,6,1,SRTF
4,2,4,4,4,17,1,5,1,4,SJF
5,6,2,16,2,2,5,3,6,20,SRTF
10,20,5,4,9,5,0,20,1,15,SRTF
4,5,7,17,2,12,4,6,10,15,SRTF
9,1,1,9,9,16,2,9,6,6,SJF
9,14,8,20,9,8,7,15,5,13,SRTF
2,4,0,12,7,2,5,16,4,5,SRTF
6,15,3,19,6,6,7,1,6,11,SRTF
4,13,3,12,4,12,10,2,6,12,SRTF
4,12,9,6,2,19,2,19,0,16,SRTF
9,1,8,19,8,17,1,1,3,18,SRTF
0,9,7,17,9,12,4,18,0,8,SJF
4,8,1,2,9,3,6,17,4,7,RR
0,8,6,9,2,15,2,17,9,20,SJF
6,9,5,13,2,2,0,1,4,20,SRTF
4,20,0,6,7,17,0,2,10,2,SRTF
0,4,5,20,7,20,2,12,3,14,SJF
9,13,1,17,2,7,6,17,8,12,SRTF
9,4,0,17,6,15,7,10,6,13,SRTF
1,2,5,5,2,17,9,13,7,11,SRTF
3,8,1,19,6,2,4,11,3,1,SRTF
2,14,4,20,3,6,2,9,3,2,SRTF
5,16,8,14,3,17,1,2,3,14,SJF
2,9,5,7,4,9,10,1,2,16,SJF
0,8,7,18,7,2,5,17,1,16,SJF
6,11,4,14,5,4,5,19,8,7,SRTF
6,10,2,9,0,19,0,6,2,20,SJF
7,5,9,20,4,10,3,18,4,12,SRTF
8,6,3,12,7,1,10,19,2,3,SRTF
4,10,2,10,3,13,1,18,0,1,SRTF
5,5,6,12,0,20,0,14,2,7,SRTF
6,14,4,10,1,2,1,16,2,10,SJF
2,12,5,12,5,3,3,1,2,18,SRTF
9,15,1,16,0,17,1,9,5,8,SRTF
9,9,8,5,8,4,9,17,7,8,FCFS
1,18,5,19,10,14,5,15,2,13,SRTF
8,20,1,14,4,18,9,3,7,19,SRTF
6,17,8,4,1,5,4,8,6,12,SRTF
4,7,4,13,6,14,2,19,8,17,FCFS
2,17,8,14,1,20,4,15,9,1,SRTF
5,12,3,9,0,4,5,5,9,10,SRTF
4,5,1,7,6,6,7,2,2,20,SJF
9,19,10,16,8,14,2,2,10,10,SRTF
4,5,7,11,8,18,3,9,2,10,SRTF
8,3,10,9,2,18,6,4,7,6,SRTF
0,20,4,8,5,7,8,9,1,18,SRTF
9,12,3,7,6,17,10,1,7,7,SJF
10,19,6,2,9,1,7,7,7,10,SRTF
5,18,6,4,0,9,7,10,4,2,SRTF
6,8,0,6,10,8,6,8,0,12,SJF
10,14,9,5,10,12,4,15,6,9,SRTF
9,7,8,1,8,1,9,9,4,6,FCFS
9,20,3,13,0,20,10,6,10,19,SRTF
1,13,9,15,4,7,1,18,2,9,SRTF
0,1,7,5,8,13,2,10,6,17,SJF
0,5,3,10,2,20,4,5,5,1,SJF
7,13,10,9,0,10,10,1,4,17,SJF
2,15,10,13,9,19,6,1,1,5,SJF
5,6,7,14,4,9,10,15,4,1,SJF
8,2,7,12,4,12,6,15,8,15,FCFS
3,10,10,5,9,3,10,5,0,11,SJF
1,1,5,5,6,20,2,15,7,12,SRTF
1,1,6,6,2,6,0,18,2,5,SRTF
6,15,9,16,2,9,9,3,2,17,SJF
0,2,8,2,0,3,3,11,2,12,SRTF
10,2,2,5,5,14,2,5,0,3,SRTF
9,18,0,8,9,8,6,10,9,20,SRTF
10,5,1,13,7,18,6,7,7,12,SRTF
9,16,10,20,8,17,6,17,7,12,SRTF
2,6,10,14,7,13,4,11,4,18,SJF
6,17,10,20,1,14,0,16,8,6,SRTF
10,1,5,8,9,3,10,15,5,18,FCFS
7,8,8,15,3,18,9,9,6,18,FCFS
10,11,9,17,3,11,8,14,8,14,SJF
4,5,4,7,10,5,5,9,6,18,FCFS
7,8,9,16,3,6,2,2,0,19,SRTF
4,12,10,3,0,17,3,17,3,2,SRTF
7,16,1,4,5,16,10,17,9,2,SRTF
0,4,4,2,1,11,7,8,8,16,SRTF
0,17,5,17,3,8,5,20,5,17,SRTF
4,13,6,14,9,17,4,6,2,13,SRTF
7,12,1,13,2,10,2,10,3,3,SRTF
8,2,8,7,6,11,0,14,1,5,SRTF
3,1,9,4,4,12,0,15,10,2,SRTF
7,20,2,9,4,6,6,15,8,13,SRTF
9,8,9,20,8,17,8,5,8,12,SJF
3,1,4,20,6,20,2,8,2,7,SRTF
0,8,6,18,7,6,1,3,5,7,SRTF
1,18,7,20,6,7,8,17,1,10,SJF
6,5,4,3,3,12,0,16,10,15,FCFS
3,8,7,6,9,15,2,10,9,9,SRTF
8,8,3,16,5,10,10,3,7,19,SRTF
2,3,9,17,1,3,6,3,10,8,SJF
7,5,2,19,9,16,1,8,1,3,SJF
8,14,10,16,10,9,6,15,3,8,SJF
10,13,4,17,8,17,7,2,2,14,SRTF
10,18,3,20,0,4,5,8,2,12,SRTF
6,2,9,18,10,15,6,18,1,12,SRTF
7,2,7,14,8,10,3,12,3,20,FCFS
7,15,7,12,0,9,0,11,1,6,SRTF
8,1,4,2,5,4,7,11,10,18,FCFS
2,9,6,7,2,2,0,6,0,3,SJF
3,8,8,2,8,10,0,12,4,16,FCFS
2,10,5,10,6,2,5,14,0,1,SRTF
6,12,6,3,6,5,6,1,2,3,RR
3,4,3,4,10,1,2,9,10,15,FCFS
5,3,3,2,0,8,5,13,7,15,SRTF
3,20,7,8,0,2,7,10,4,8,SRTF
10,11,1,18,1,20,9,3,1,8,SJF
4,9,6,17,9,19,0,15,5,11,SRTF
7,12,10,9,7,3,6,6,2,14,SRTF
10,20,6,14,10,7,9,18,6,11,SJF
0,20,0,16,9,9,3,10,10,8,SRTF
6,3,1,9,8,19,9,2,4,17,SRTF
4,20,5,5,6,15,8,3,9,18,SRTF
8,11,7,10,7,4,5,10,1,17,SRTF
0,13,9,11,2,8,10,4,9,9,SRTF
8,3,7,13,2,9,5,9,6,9,SJF
3,10,9,8,10,14,0,8,4,5,SJF
1,16,1,1,9,4,9,15,10,7,SRTF
7,1,7,18,5,15,0,4,0,18,SRTF
3,8,3,7,3,18,6,13,7,3,SJF
8,3,4,11,5,12,7,14,10,5,SRTF
8,11,7,3,8,15,7,20,10,6,SJF
1,19,2,18,3,2,5,1,2,4,SRTF
6,15,0,2,4,6,0,11,10,7,SRTF
10,18,6,2,0,14,1,11,4,2,SRTF
8,2,7,12,9,13,0,8,2,11,SJF
10,16,0,15,3,10,0,5,0,8,SJF
3,18,4,12,5,4,1,1,4,3,SRTF
3,14,3,11,8,12,10,13,10,9,SJF
4,8,4,6,9,12,8,12,9,10,FCFS
2,13,7,1,3,2,1,6,3,20,SRTF
8,20,9,7,1,20,4,17,1,13,SJF
6,5,0,7,4,12,3,5,4,6,SJF
3,20,5,13,2,2,5,7,8,8,SRTF
1,7,3,9,9,15,6,4,9,18,SJF
1,9,6,12,6,6,4,15,6,5,SJF
4,10,4,11,0,17,1,20,2,20,FCFS
7,15,8,13,7,7,2,2,9,7,SJF
7,19,8,8,9,4,2,15,10,3,SRTF
3,11,2,5,1,9,5,20,1,12,SRTF
4,20,2,1,5,4,1,1,1,6,SJF
8,19,6,2,6,18,10,11,2,7,SRTF
8,9,9,16,1,4,5,3,4,15,SJF
10,15,8,6,9,19,2,14,10,7,SRTF
8,16,4,1,0,8,5,19,8,16,SRTF
5,2,1,14,5,19,2,5,10,16,SRTF
10,6,1,18,0,15,4,9,7,18,SRTF
4,13,9,3,1,15,0,1,9,11,SRTF
3,15,10,15,9,13,8,10,2,8,SJF
7,9,5,11,5,7,8,16,2,7,SJF
8,1,7,5,5,12,8,13,6,20,FCFS
0,12,9,10,8,11,1,20,9,1,SRTF
1,2,9,5,0,15,5,7,7,6,SRTF
7,13,4,6,7,10,10,16,8,17,FCFS
9,10,0,11,3,9,1,3,8,4,SRTF
3,3,8,9,6,18,5,2,7,2,SJF
0,16,4,4,3,1,3,8,2,14,SRTF
6,17,8,14,7,15,2,9,1,19,SRTF
6,3,7,15,5,4,1,15,1,14,SRTF
0,10,4,11,0,3,9,10,0,11,SJF
8,10,8,13,9,5,1,14,7,7,SRTF
8,1,5,16,6,9,0,15,1,14,SRTF
9,14,9,20,9,6,6,4,4,18,SRTF
4,7,6,5,6,7,0,5,10,20,SRTF
4,8,4,11,10,13,1,13,8,6,SRTF
3,6,9,9,6,10,6,4,1,6,SJF
9,5,4,3,6,20,3,10,1,1,SRTF
1,1,3,5,6,20,0,17,4,3,SRTF
4,6,2,1,5,17,10,20,1,10,SRTF
1,10,9,9,7,10,4,12,2,2,SRTF
9,5,1,4,2,1,8,20,6,4,SRTF
2,7,8,16,9,4,7,10,9,4,SJF
8,1,4,13,4,11,3,13,2,3,SRTF
10,2,2,10,9,7,9,16,6,15,FCFS
8,7,2,13,9,5,8,20,2,8,SJF
3,4,4,1,0,19,9,9,8,17,SRTF
6,16,6,4,6,16,9,7,10,18,SJF
1,1,5,16,8,2,10,11,1,8,SJF
7,5,6,19,9,14,8,18,1,2,SRTF
4,17,1,3,1,4,2,16,7,3,SJF
1,1,4,20,4,7,3,15,5,18,SRTF
10,3,5,1,4,12,4,6,10,20,FCFS
3,11,2,18,9,6,2,15,4,5,SRTF
6,8,0,8,7,6,0,4,8,17,SJF
1,11,9,8,6,13,5,4,0,10,SRTF
7,8,2,6,6,11,3,10,6,1,SRTF
6,7,0,17,7,18,9,10,0,19,SRTF
0,6,3,8,9,19,5,16,10,9,SJF
4,18,2,19,6,12,5,13,2,20,SRTF
10,15,4,20,0,15,6,7,7,6,SRTF
2,11,0,3,4,4,0,14,4,2,SRTF
7,17,6,9,1,15,6,10,4,12,SRTF
4,5,1,20,10,18,5,16,8,12,SRTF
3,3,1,3,0,16,5,2,2,12,SRTF
10,4,5,17,10,17,0,4,0,20,SRTF
0,7,3,2,2,14,0,10,4,15,SRTF
10,6,6,10,4,17,4,13,2,11,SJF
3,18,5,2,1,13,0,13,6,8,SRTF
8,8,6,1,6,4,2,3,0,10,SRTF
8,19,3,19,4,11,3,4,2,6,SRTF
3,5,5,8,3,2,8,1,0,10,SRTF
6,4,6,8,3,4,5,12,9,13,FCFS
8,19,6,3,6,14,2,14,2,19,SRTF
0,20,10,5,9,3,10,16,4,20,SRTF
5,5,5,11,8,13,10,12,0,2,RR
3,18,7,3,5,11,2,16,5,10,SRTF
2,16,5,16,6,8,9,20,6,6,SRTF
0,6,1,10,4,18,7,8,2,7,SJF
0,16,10,3,0,8,10,4,5,2,SRTF
2,7,3,14,1,16,10,16,0,11,SRTF
8,7,10,14,9,1,0,15,1,20,SRTF
9,19,4,1,10,16,9,12,5,3,RR
10,3,6,20,9,13,10,14,6,16,FCFS
9,7,7,8,9,5,7,14,0,16,FCFS
5,1,8,16,10,7,2,14,2,14,SRTF
7,10,3,4,9,6,10,16,4,1,SRTF
8,15,4,16,2,15,3,19,0,11,SJF
7,9,10,3,0,5,8,11,1,11,SRTF
9,8,10,18,2,10,7,11,3,5,SRTF
3,12,6,16,5,5,9,10,5,9,SRTF
4,11,1,14,7,16,3,11,0,15,SRTF
1,3,10,19,9,16,2,7,2,13,SJF
0,10,5,11,9,13,4,10,1,14,SJF
6,3,7,14,3,18,6,3,3,15,SRTF
0,14,2,14,10,10,3,14,1,6,SRTF
9,15,4,11,7,11,1,2,3,19,SRTF
1,1,8,9,4,2,2,15,10,8,SRTF
7,6,4,13,6,5,6,4,3,19,SRTF
9,9,8,19,1,6,7,1,8,8,SJF
2,11,4,14,7,13,4,18,10,6,SJF
9,6,7,10,5,9,10,16,7,12,FCFS
6,13,9,14,3,3,2,13,6,11,SRTF
5,15,2,20,0,12,6,2,10,9,SRTF
5,4,8,5,4,4,4,13,0,6,SJF
8,20,0,7,3,11,4,14,8,4,SRTF
6,1,9,18,3,4,9,2,5,8,SRTF
3,3,5,14,2,7,4,16,8,4,SRTF
2,6,6,9,3,17,3,16,5,11,SJF
5,15,2,19,6,8,8,6,9,14,SRTF
8,1,1,1,3,7,2,19,0,17,SRTF
8,6,6,3,2,2,0,8,8,15,SRTF
5,16,7,10,8,2,1,19,9,13,SRTF
0,10,4,11,1,12,5,11,7,5,SJF
8,6,1,8,6,1,10,6,3,12,SRTF
9,17,4,7,6,9,5,8,10,5,SJF
8,2,5,15,7,10,5,2,8,15,SRTF
8,20,10,20,1,6,6,6,6,5,SJF
7,2,0,9,9,3,9,13,2,13,SJF
5,5,7,4,6,12,3,16,5,6,SRTF
5,2,4,12,4,19,6,7,3,18,SRTF
1,12,4,7,7,11,8,9,1,18,SRTF
4,10,7,13,0,7,7,9,1,19,SJF
5,2,2,11,4,20,3,5,3,3,SRTF
8,4,7,13,0,20,9,10,10,9,SRTF
2,13,1,13,9,11,2,11,10,8,SRTF
2,18,10,13,0,20,10,7,8,4,SRTF
9,1,9,16,7,12,4,3,0,10,SRTF
5,17,9,6,8,10,3,17,10,7,SRTF
5,12,7,5,9,9,7,3,1,4,SRTF
8,6,4,11,3,7,2,17,6,16,FCFS
3,15,3,9,9,16,8,4,3,8,SJF
